FrameID	ID	Label	x	y	z	w	h
30	797	person	632	184	1	75	168	
30	798	person	629	187	1	74	166	
30	799	person	629	189	1	72	165	
30	800	person	626	193	1	72	173	
30	801	person	621	195	1	72	172	
30	802	person	620	196	1	69	174	
30	803	person	618	198	1	67	178	
30	804	person	614	205	1	68	181	
30	805	person	611	207	1	70	174	
30	806	person	608	209	1	72	174	
30	807	person	608	210	1	71	171	
30	808	person	599	220	1	73	154	
30	809	person	597	221	1	73	155	
30	810	person	596	218	1	71	162	
30	811	person	594	217	1	69	168	
30	812	person	640	1	1	71	96	
30	813	person	590	209	1	73	196	
30	814	person	639	0	1	71	100	
30	815	person	586	213	1	75	192	
30	816	person	0	0	1	241	0	
31	817	person	673	159	1	64	161	
31	818	person	708	-3	1	40	67	
31	819	person	673	159	1	64	161	
31	820	person	708	-3	1	40	67	
31	821	person	673	159	1	64	160	
31	822	person	708	-3	1	40	67	
31	823	person	671	160	1	67	159	
31	824	person	706	-2	1	41	66	
31	825	person	666	160	1	67	162	
31	826	person	705	-2	1	43	67	
31	827	person	659	161	1	72	171	
31	828	person	703	-1	1	41	67	
31	829	person	659	163	1	69	177	
31	830	person	700	-1	1	44	69	
31	831	person	656	166	1	72	174	
31	832	person	701	-1	1	43	70	
31	833	person	647	174	1	77	167	
31	834	person	697	-1	1	44	73	
31	835	person	643	180	1	78	162	
31	836	person	697	0	1	44	74	
31	837	person	643	180	1	75	167	
31	838	person	696	0	1	45	74	
31	839	person	639	182	1	77	168	
31	840	person	636	184	1	77	165	
31	841	person	634	185	1	75	167	
31	842	person	632	184	1	75	168	
31	843	person	629	187	1	74	166	
31	844	person	629	189	1	72	165	
31	845	person	626	193	1	72	173	
31	846	person	621	195	1	72	172	
31	847	person	620	196	1	69	174	
31	848	person	618	198	1	67	178	
31	849	person	614	205	1	68	181	
31	850	person	611	207	1	70	174	
31	851	person	608	209	1	72	174	
31	852	person	608	210	1	71	171	
31	853	person	599	220	1	73	154	
31	854	person	597	221	1	73	155	
31	855	person	596	218	1	71	162	
31	856	person	594	217	1	69	168	
31	857	person	640	1	1	71	96	
31	858	person	590	209	1	73	196	
31	859	person	639	0	1	71	100	
31	860	person	586	213	1	75	192	
31	861	person	584	216	1	76	188	
31	862	person	-1.44561e+08	32565	1	225	0	
32	863	person	673	159	1	64	161	
32	864	person	708	-3	1	40	67	
32	865	person	673	159	1	64	161	
32	866	person	708	-3	1	40	67	
32	867	person	673	159	1	64	160	
32	868	person	708	-3	1	40	67	
32	869	person	671	160	1	67	159	
32	870	person	706	-2	1	41	66	
32	871	person	666	160	1	67	162	
32	872	person	705	-2	1	43	67	
32	873	person	659	161	1	72	171	
32	874	person	703	-1	1	41	67	
32	875	person	659	163	1	69	177	
32	876	person	700	-1	1	44	69	
32	877	person	656	166	1	72	174	
32	878	person	701	-1	1	43	70	
32	879	person	647	174	1	77	167	
32	880	person	697	-1	1	44	73	
32	881	person	643	180	1	78	162	
32	882	person	697	0	1	44	74	
32	883	person	643	180	1	75	167	
32	884	person	696	0	1	45	74	
32	885	person	639	182	1	77	168	
32	886	person	636	184	1	77	165	
32	887	person	634	185	1	75	167	
32	888	person	632	184	1	75	168	
32	889	person	629	187	1	74	166	
32	890	person	629	189	1	72	165	
32	891	person	626	193	1	72	173	
32	892	person	621	195	1	72	172	
32	893	person	620	196	1	69	174	
32	894	person	618	198	1	67	178	
32	895	person	614	205	1	68	181	
32	896	person	611	207	1	70	174	
32	897	person	608	209	1	72	174	
32	898	person	608	210	1	71	171	
32	899	person	599	220	1	73	154	
32	900	person	597	221	1	73	155	
32	901	person	596	218	1	71	162	
32	902	person	594	217	1	69	168	
32	903	person	640	1	1	71	96	
32	904	person	590	209	1	73	196	
32	905	person	639	0	1	71	100	
32	906	person	586	213	1	75	192	
32	907	person	584	216	1	76	188	
32	908	person	642	0	1	64	102	
32	909	person	581	221	1	76	185	
32	910	person	0	0	1	193	0	
33	911	person	673	159	1	64	161	
33	912	person	708	-3	1	40	67	
33	913	person	673	159	1	64	161	
33	914	person	708	-3	1	40	67	
33	915	person	673	159	1	64	160	
33	916	person	708	-3	1	40	67	
33	917	person	671	160	1	67	159	
33	918	person	706	-2	1	41	66	
33	919	person	666	160	1	67	162	
33	920	person	705	-2	1	43	67	
33	921	person	659	161	1	72	171	
33	922	person	703	-1	1	41	67	
33	923	person	659	163	1	69	177	
33	924	person	700	-1	1	44	69	
33	925	person	656	166	1	72	174	
33	926	person	701	-1	1	43	70	
33	927	person	647	174	1	77	167	
33	928	person	697	-1	1	44	73	
33	929	person	643	180	1	78	162	
33	930	person	697	0	1	44	74	
33	931	person	643	180	1	75	167	
33	932	person	696	0	1	45	74	
33	933	person	639	182	1	77	168	
33	934	person	636	184	1	77	165	
33	935	person	634	185	1	75	167	
33	936	person	632	184	1	75	168	
33	937	person	629	187	1	74	166	
33	938	person	629	189	1	72	165	
33	939	person	626	193	1	72	173	
33	940	person	621	195	1	72	172	
33	941	person	620	196	1	69	174	
33	942	person	618	198	1	67	178	
33	943	person	614	205	1	68	181	
33	944	person	611	207	1	70	174	
33	945	person	608	209	1	72	174	
33	946	person	608	210	1	71	171	
33	947	person	599	220	1	73	154	
33	948	person	597	221	1	73	155	
33	949	person	596	218	1	71	162	
33	950	person	594	217	1	69	168	
33	951	person	640	1	1	71	96	
33	952	person	590	209	1	73	196	
33	953	person	639	0	1	71	100	
33	954	person	586	213	1	75	192	
33	955	person	584	216	1	76	188	
33	956	person	642	0	1	64	102	
33	957	person	581	221	1	76	185	
33	958	person	576	228	1	74	187	
33	959	person	-1.44561e+08	32565	1	177	0	
34	960	person	673	159	1	64	161	
34	961	person	708	-3	1	40	67	
34	962	person	673	159	1	64	161	
34	963	person	708	-3	1	40	67	
34	964	person	673	159	1	64	160	
34	965	person	708	-3	1	40	67	
34	966	person	671	160	1	67	159	
34	967	person	706	-2	1	41	66	
34	968	person	666	160	1	67	162	
34	969	person	705	-2	1	43	67	
34	970	person	659	161	1	72	171	
34	971	person	703	-1	1	41	67	
34	972	person	659	163	1	69	177	
34	973	person	700	-1	1	44	69	
34	974	person	656	166	1	72	174	
34	975	person	701	-1	1	43	70	
34	976	person	647	174	1	77	167	
34	977	person	697	-1	1	44	73	
34	978	person	643	180	1	78	162	
34	979	person	697	0	1	44	74	
34	980	person	643	180	1	75	167	
34	981	person	696	0	1	45	74	
34	982	person	639	182	1	77	168	
34	983	person	636	184	1	77	165	
34	984	person	634	185	1	75	167	
34	985	person	632	184	1	75	168	
34	986	person	629	187	1	74	166	
34	987	person	629	189	1	72	165	
34	988	person	626	193	1	72	173	
34	989	person	621	195	1	72	172	
34	990	person	620	196	1	69	174	
34	991	person	618	198	1	67	178	
34	992	person	614	205	1	68	181	
34	993	person	611	207	1	70	174	
34	994	person	608	209	1	72	174	
34	995	person	608	210	1	71	171	
34	996	person	599	220	1	73	154	
34	997	person	597	221	1	73	155	
34	998	person	596	218	1	71	162	
34	999	person	594	217	1	69	168	
34	1000	person	640	1	1	71	96	
34	1001	person	590	209	1	73	196	
34	1002	person	639	0	1	71	100	
34	1003	person	586	213	1	75	192	
34	1004	person	584	216	1	76	188	
34	1005	person	642	0	1	64	102	
34	1006	person	581	221	1	76	185	
34	1007	person	576	228	1	74	187	
34	1008	person	573	230	1	75	190	
34	1009	person	-1.44561e+08	32565	1	161	0	
35	1010	person	673	159	1	64	161	
35	1011	person	708	-3	1	40	67	
35	1012	person	673	159	1	64	161	
35	1013	person	708	-3	1	40	67	
35	1014	person	673	159	1	64	160	
35	1015	person	708	-3	1	40	67	
35	1016	person	671	160	1	67	159	
35	1017	person	706	-2	1	41	66	
35	1018	person	666	160	1	67	162	
35	1019	person	705	-2	1	43	67	
35	1020	person	659	161	1	72	171	
35	1021	person	703	-1	1	41	67	
35	1022	person	659	163	1	69	177	
35	1023	person	700	-1	1	44	69	
35	1024	person	656	166	1	72	174	
35	1025	person	701	-1	1	43	70	
35	1026	person	647	174	1	77	167	
35	1027	person	697	-1	1	44	73	
35	1028	person	643	180	1	78	162	
35	1029	person	697	0	1	44	74	
35	1030	person	643	180	1	75	167	
35	1031	person	696	0	1	45	74	
35	1032	person	639	182	1	77	168	
35	1033	person	636	184	1	77	165	
35	1034	person	634	185	1	75	167	
35	1035	person	632	184	1	75	168	
35	1036	person	629	187	1	74	166	
35	1037	person	629	189	1	72	165	
35	1038	person	626	193	1	72	173	
35	1039	person	621	195	1	72	172	
35	1040	person	620	196	1	69	174	
35	1041	person	618	198	1	67	178	
35	1042	person	614	205	1	68	181	
35	1043	person	611	207	1	70	174	
35	1044	person	608	209	1	72	174	
35	1045	person	608	210	1	71	171	
35	1046	person	599	220	1	73	154	
35	1047	person	597	221	1	73	155	
35	1048	person	596	218	1	71	162	
35	1049	person	594	217	1	69	168	
35	1050	person	640	1	1	71	96	
35	1051	person	590	209	1	73	196	
35	1052	person	639	0	1	71	100	
35	1053	person	586	213	1	75	192	
35	1054	person	584	216	1	76	188	
35	1055	person	642	0	1	64	102	
35	1056	person	581	221	1	76	185	
35	1057	person	576	228	1	74	187	
35	1058	person	573	230	1	75	190	
35	1059	person	569	235	1	77	184	
35	1060	person	-1.44561e+08	32565	1	145	0	
36	1061	person	673	159	1	64	161	
36	1062	person	708	-3	1	40	67	
36	1063	person	673	159	1	64	161	
36	1064	person	708	-3	1	40	67	
36	1065	person	673	159	1	64	160	
36	1066	person	708	-3	1	40	67	
36	1067	person	671	160	1	67	159	
36	1068	person	706	-2	1	41	66	
36	1069	person	666	160	1	67	162	
36	1070	person	705	-2	1	43	67	
36	1071	person	659	161	1	72	171	
36	1072	person	703	-1	1	41	67	
36	1073	person	659	163	1	69	177	
36	1074	person	700	-1	1	44	69	
36	1075	person	656	166	1	72	174	
36	1076	person	701	-1	1	43	70	
36	1077	person	647	174	1	77	167	
36	1078	person	697	-1	1	44	73	
36	1079	person	643	180	1	78	162	
36	1080	person	697	0	1	44	74	
36	1081	person	643	180	1	75	167	
36	1082	person	696	0	1	45	74	
36	1083	person	639	182	1	77	168	
36	1084	person	636	184	1	77	165	
36	1085	person	634	185	1	75	167	
36	1086	person	632	184	1	75	168	
36	1087	person	629	187	1	74	166	
36	1088	person	629	189	1	72	165	
36	1089	person	626	193	1	72	173	
36	1090	person	621	195	1	72	172	
36	1091	person	620	196	1	69	174	
36	1092	person	618	198	1	67	178	
36	1093	person	614	205	1	68	181	
36	1094	person	611	207	1	70	174	
36	1095	person	608	209	1	72	174	
36	1096	person	608	210	1	71	171	
36	1097	person	599	220	1	73	154	
36	1098	person	597	221	1	73	155	
36	1099	person	596	218	1	71	162	
36	1100	person	594	217	1	69	168	
36	1101	person	640	1	1	71	96	
36	1102	person	590	209	1	73	196	
36	1103	person	639	0	1	71	100	
36	1104	person	586	213	1	75	192	
36	1105	person	584	216	1	76	188	
36	1106	person	642	0	1	64	102	
36	1107	person	581	221	1	76	185	
36	1108	person	576	228	1	74	187	
36	1109	person	573	230	1	75	190	
36	1110	person	569	235	1	77	184	
36	1111	person	569	238	1	76	180	
36	1112	person	653	-6	1	35	108	
36	1113	person	0	0	1	113	0	
37	1114	person	673	159	1	64	161	
37	1115	person	708	-3	1	40	67	
37	1116	person	673	159	1	64	161	
37	1117	person	708	-3	1	40	67	
37	1118	person	673	159	1	64	160	
37	1119	person	708	-3	1	40	67	
37	1120	person	671	160	1	67	159	
37	1121	person	706	-2	1	41	66	
37	1122	person	666	160	1	67	162	
37	1123	person	705	-2	1	43	67	
37	1124	person	659	161	1	72	171	
37	1125	person	703	-1	1	41	67	
37	1126	person	659	163	1	69	177	
37	1127	person	700	-1	1	44	69	
37	1128	person	656	166	1	72	174	
37	1129	person	701	-1	1	43	70	
37	1130	person	647	174	1	77	167	
37	1131	person	697	-1	1	44	73	
37	1132	person	643	180	1	78	162	
37	1133	person	697	0	1	44	74	
37	1134	person	643	180	1	75	167	
37	1135	person	696	0	1	45	74	
37	1136	person	639	182	1	77	168	
37	1137	person	636	184	1	77	165	
37	1138	person	634	185	1	75	167	
37	1139	person	632	184	1	75	168	
37	1140	person	629	187	1	74	166	
37	1141	person	629	189	1	72	165	
37	1142	person	626	193	1	72	173	
37	1143	person	621	195	1	72	172	
37	1144	person	620	196	1	69	174	
37	1145	person	618	198	1	67	178	
37	1146	person	614	205	1	68	181	
37	1147	person	611	207	1	70	174	
37	1148	person	608	209	1	72	174	
37	1149	person	608	210	1	71	171	
37	1150	person	599	220	1	73	154	
37	1151	person	597	221	1	73	155	
37	1152	person	596	218	1	71	162	
37	1153	person	594	217	1	69	168	
37	1154	person	640	1	1	71	96	
37	1155	person	590	209	1	73	196	
37	1156	person	639	0	1	71	100	
37	1157	person	586	213	1	75	192	
37	1158	person	584	216	1	76	188	
37	1159	person	642	0	1	64	102	
37	1160	person	581	221	1	76	185	
37	1161	person	576	228	1	74	187	
37	1162	person	573	230	1	75	190	
37	1163	person	569	235	1	77	184	
37	1164	person	569	238	1	76	180	
37	1165	person	653	-6	1	35	108	
37	1166	person	559	237	1	84	196	
37	1167	person	-1.44561e+08	32565	1	97	0	
38	1168	person	673	159	1	64	161	
38	1169	person	708	-3	1	40	67	
38	1170	person	673	159	1	64	161	
38	1171	person	708	-3	1	40	67	
38	1172	person	673	159	1	64	160	
38	1173	person	708	-3	1	40	67	
38	1174	person	671	160	1	67	159	
38	1175	person	706	-2	1	41	66	
38	1176	person	666	160	1	67	162	
38	1177	person	705	-2	1	43	67	
38	1178	person	659	161	1	72	171	
38	1179	person	703	-1	1	41	67	
38	1180	person	659	163	1	69	177	
38	1181	person	700	-1	1	44	69	
38	1182	person	656	166	1	72	174	
38	1183	person	701	-1	1	43	70	
38	1184	person	647	174	1	77	167	
38	1185	person	697	-1	1	44	73	
38	1186	person	643	180	1	78	162	
38	1187	person	697	0	1	44	74	
38	1188	person	643	180	1	75	167	
38	1189	person	696	0	1	45	74	
38	1190	person	639	182	1	77	168	
38	1191	person	636	184	1	77	165	
38	1192	person	634	185	1	75	167	
38	1193	person	632	184	1	75	168	
38	1194	person	629	187	1	74	166	
38	1195	person	629	189	1	72	165	
38	1196	person	626	193	1	72	173	
38	1197	person	621	195	1	72	172	
38	1198	person	620	196	1	69	174	
38	1199	person	618	198	1	67	178	
38	1200	person	614	205	1	68	181	
38	1201	person	611	207	1	70	174	
38	1202	person	608	209	1	72	174	
38	1203	person	608	210	1	71	171	
38	1204	person	599	220	1	73	154	
38	1205	person	597	221	1	73	155	
38	1206	person	596	218	1	71	162	
38	1207	person	594	217	1	69	168	
38	1208	person	640	1	1	71	96	
38	1209	person	590	209	1	73	196	
38	1210	person	639	0	1	71	100	
38	1211	person	586	213	1	75	192	
38	1212	person	584	216	1	76	188	
38	1213	person	642	0	1	64	102	
38	1214	person	581	221	1	76	185	
38	1215	person	576	228	1	74	187	
38	1216	person	573	230	1	75	190	
38	1217	person	569	235	1	77	184	
38	1218	person	569	238	1	76	180	
38	1219	person	653	-6	1	35	108	
38	1220	person	559	237	1	84	196	
38	1221	person	557	240	1	86	193	
38	1222	person	-1.44561e+08	32565	1	81	0	
39	1223	person	673	159	1	64	161	
39	1224	person	708	-3	1	40	67	
39	1225	person	673	159	1	64	161	
39	1226	person	708	-3	1	40	67	
39	1227	person	673	159	1	64	160	
39	1228	person	708	-3	1	40	67	
39	1229	person	671	160	1	67	159	
39	1230	person	706	-2	1	41	66	
39	1231	person	666	160	1	67	162	
39	1232	person	705	-2	1	43	67	
39	1233	person	659	161	1	72	171	
39	1234	person	703	-1	1	41	67	
39	1235	person	659	163	1	69	177	
39	1236	person	700	-1	1	44	69	
39	1237	person	656	166	1	72	174	
39	1238	person	701	-1	1	43	70	
39	1239	person	647	174	1	77	167	
39	1240	person	697	-1	1	44	73	
39	1241	person	643	180	1	78	162	
39	1242	person	697	0	1	44	74	
39	1243	person	643	180	1	75	167	
39	1244	person	696	0	1	45	74	
39	1245	person	639	182	1	77	168	
39	1246	person	636	184	1	77	165	
39	1247	person	634	185	1	75	167	
39	1248	person	632	184	1	75	168	
39	1249	person	629	187	1	74	166	
39	1250	person	629	189	1	72	165	
39	1251	person	626	193	1	72	173	
39	1252	person	621	195	1	72	172	
39	1253	person	620	196	1	69	174	
39	1254	person	618	198	1	67	178	
39	1255	person	614	205	1	68	181	
39	1256	person	611	207	1	70	174	
39	1257	person	608	209	1	72	174	
39	1258	person	608	210	1	71	171	
39	1259	person	599	220	1	73	154	
39	1260	person	597	221	1	73	155	
39	1261	person	596	218	1	71	162	
39	1262	person	594	217	1	69	168	
39	1263	person	640	1	1	71	96	
39	1264	person	590	209	1	73	196	
39	1265	person	639	0	1	71	100	
39	1266	person	586	213	1	75	192	
39	1267	person	584	216	1	76	188	
39	1268	person	642	0	1	64	102	
39	1269	person	581	221	1	76	185	
39	1270	person	576	228	1	74	187	
39	1271	person	573	230	1	75	190	
39	1272	person	569	235	1	77	184	
39	1273	person	569	238	1	76	180	
39	1274	person	653	-6	1	35	108	
39	1275	person	559	237	1	84	196	
39	1276	person	557	240	1	86	193	
39	1277	person	554	239	1	87	193	
39	1278	person	-1.44561e+08	32565	1	65	0	
40	1279	person	673	159	1	64	161	
40	1280	person	708	-3	1	40	67	
40	1281	person	673	159	1	64	161	
40	1282	person	708	-3	1	40	67	
40	1283	person	673	159	1	64	160	
40	1284	person	708	-3	1	40	67	
40	1285	person	671	160	1	67	159	
40	1286	person	706	-2	1	41	66	
40	1287	person	666	160	1	67	162	
40	1288	person	705	-2	1	43	67	
40	1289	person	659	161	1	72	171	
40	1290	person	703	-1	1	41	67	
40	1291	person	659	163	1	69	177	
40	1292	person	700	-1	1	44	69	
40	1293	person	656	166	1	72	174	
40	1294	person	701	-1	1	43	70	
40	1295	person	647	174	1	77	167	
40	1296	person	697	-1	1	44	73	
40	1297	person	643	180	1	78	162	
40	1298	person	697	0	1	44	74	
40	1299	person	643	180	1	75	167	
40	1300	person	696	0	1	45	74	
40	1301	person	639	182	1	77	168	
40	1302	person	636	184	1	77	165	
40	1303	person	634	185	1	75	167	
40	1304	person	632	184	1	75	168	
40	1305	person	629	187	1	74	166	
40	1306	person	629	189	1	72	165	
40	1307	person	626	193	1	72	173	
40	1308	person	621	195	1	72	172	
40	1309	person	620	196	1	69	174	
40	1310	person	618	198	1	67	178	
40	1311	person	614	205	1	68	181	
40	1312	person	611	207	1	70	174	
40	1313	person	608	209	1	72	174	
40	1314	person	608	210	1	71	171	
40	1315	person	599	220	1	73	154	
40	1316	person	597	221	1	73	155	
40	1317	person	596	218	1	71	162	
40	1318	person	594	217	1	69	168	
40	1319	person	640	1	1	71	96	
40	1320	person	590	209	1	73	196	
40	1321	person	639	0	1	71	100	
40	1322	person	586	213	1	75	192	
40	1323	person	584	216	1	76	188	
40	1324	person	642	0	1	64	102	
40	1325	person	581	221	1	76	185	
40	1326	person	576	228	1	74	187	
40	1327	person	573	230	1	75	190	
40	1328	person	569	235	1	77	184	
40	1329	person	569	238	1	76	180	
40	1330	person	653	-6	1	35	108	
40	1331	person	559	237	1	84	196	
40	1332	person	557	240	1	86	193	
40	1333	person	554	239	1	87	193	
40	1334	person	553	240	1	85	189	
40	1335	person	-1.44561e+08	32565	1	49	0	
41	1336	person	673	159	1	64	161	
41	1337	person	708	-3	1	40	67	
41	1338	person	673	159	1	64	161	
41	1339	person	708	-3	1	40	67	
41	1340	person	673	159	1	64	160	
41	1341	person	708	-3	1	40	67	
41	1342	person	671	160	1	67	159	
41	1343	person	706	-2	1	41	66	
41	1344	person	666	160	1	67	162	
41	1345	person	705	-2	1	43	67	
41	1346	person	659	161	1	72	171	
41	1347	person	703	-1	1	41	67	
41	1348	person	659	163	1	69	177	
41	1349	person	700	-1	1	44	69	
41	1350	person	656	166	1	72	174	
41	1351	person	701	-1	1	43	70	
41	1352	person	647	174	1	77	167	
41	1353	person	697	-1	1	44	73	
41	1354	person	643	180	1	78	162	
41	1355	person	697	0	1	44	74	
41	1356	person	643	180	1	75	167	
41	1357	person	696	0	1	45	74	
41	1358	person	639	182	1	77	168	
41	1359	person	636	184	1	77	165	
41	1360	person	634	185	1	75	167	
41	1361	person	632	184	1	75	168	
41	1362	person	629	187	1	74	166	
41	1363	person	629	189	1	72	165	
41	1364	person	626	193	1	72	173	
41	1365	person	621	195	1	72	172	
41	1366	person	620	196	1	69	174	
41	1367	person	618	198	1	67	178	
41	1368	person	614	205	1	68	181	
41	1369	person	611	207	1	70	174	
41	1370	person	608	209	1	72	174	
41	1371	person	608	210	1	71	171	
41	1372	person	599	220	1	73	154	
41	1373	person	597	221	1	73	155	
41	1374	person	596	218	1	71	162	
41	1375	person	594	217	1	69	168	
41	1376	person	640	1	1	71	96	
41	1377	person	590	209	1	73	196	
41	1378	person	639	0	1	71	100	
41	1379	person	586	213	1	75	192	
41	1380	person	584	216	1	76	188	
41	1381	person	642	0	1	64	102	
41	1382	person	581	221	1	76	185	
41	1383	person	576	228	1	74	187	
41	1384	person	573	230	1	75	190	
41	1385	person	569	235	1	77	184	
41	1386	person	569	238	1	76	180	
41	1387	person	653	-6	1	35	108	
41	1388	person	559	237	1	84	196	
41	1389	person	557	240	1	86	193	
41	1390	person	554	239	1	87	193	
41	1391	person	553	240	1	85	189	
41	1392	person	546	243	1	83	189	
41	1393	person	-1.44561e+08	32565	1	33	0	
42	1394	person	673	159	1	64	161	
42	1395	person	708	-3	1	40	67	
42	1396	person	673	159	1	64	161	
42	1397	person	708	-3	1	40	67	
42	1398	person	673	159	1	64	160	
42	1399	person	708	-3	1	40	67	
42	1400	person	671	160	1	67	159	
42	1401	person	706	-2	1	41	66	
42	1402	person	666	160	1	67	162	
42	1403	person	705	-2	1	43	67	
42	1404	person	659	161	1	72	171	
42	1405	person	703	-1	1	41	67	
42	1406	person	659	163	1	69	177	
42	1407	person	700	-1	1	44	69	
42	1408	person	656	166	1	72	174	
42	1409	person	701	-1	1	43	70	
42	1410	person	647	174	1	77	167	
42	1411	person	697	-1	1	44	73	
42	1412	person	643	180	1	78	162	
42	1413	person	697	0	1	44	74	
42	1414	person	643	180	1	75	167	
42	1415	person	696	0	1	45	74	
42	1416	person	639	182	1	77	168	
42	1417	person	636	184	1	77	165	
42	1418	person	634	185	1	75	167	
42	1419	person	632	184	1	75	168	
42	1420	person	629	187	1	74	166	
42	1421	person	629	189	1	72	165	
42	1422	person	626	193	1	72	173	
42	1423	person	621	195	1	72	172	
42	1424	person	620	196	1	69	174	
42	1425	person	618	198	1	67	178	
42	1426	person	614	205	1	68	181	
42	1427	person	611	207	1	70	174	
42	1428	person	608	209	1	72	174	
42	1429	person	608	210	1	71	171	
42	1430	person	599	220	1	73	154	
42	1431	person	597	221	1	73	155	
42	1432	person	596	218	1	71	162	
42	1433	person	594	217	1	69	168	
42	1434	person	640	1	1	71	96	
42	1435	person	590	209	1	73	196	
42	1436	person	639	0	1	71	100	
42	1437	person	586	213	1	75	192	
42	1438	person	584	216	1	76	188	
42	1439	person	642	0	1	64	102	
42	1440	person	581	221	1	76	185	
42	1441	person	576	228	1	74	187	
42	1442	person	573	230	1	75	190	
42	1443	person	569	235	1	77	184	
42	1444	person	569	238	1	76	180	
42	1445	person	653	-6	1	35	108	
42	1446	person	559	237	1	84	196	
42	1447	person	557	240	1	86	193	
42	1448	person	554	239	1	87	193	
42	1449	person	553	240	1	85	189	
42	1450	person	546	243	1	83	189	
42	1451	person	545	246	1	81	184	
42	1452	person	-1.44561e+08	32565	1	3.0103e+08	0	
43	1453	person	673	159	1	64	161	
43	1454	person	708	-3	1	40	67	
43	1455	person	673	159	1	64	161	
43	1456	person	708	-3	1	40	67	
43	1457	person	673	159	1	64	160	
43	1458	person	708	-3	1	40	67	
43	1459	person	671	160	1	67	159	
43	1460	person	706	-2	1	41	66	
43	1461	person	666	160	1	67	162	
43	1462	person	705	-2	1	43	67	
43	1463	person	659	161	1	72	171	
43	1464	person	703	-1	1	41	67	
43	1465	person	659	163	1	69	177	
43	1466	person	700	-1	1	44	69	
43	1467	person	656	166	1	72	174	
43	1468	person	701	-1	1	43	70	
43	1469	person	647	174	1	77	167	
43	1470	person	697	-1	1	44	73	
43	1471	person	643	180	1	78	162	
43	1472	person	697	0	1	44	74	
43	1473	person	643	180	1	75	167	
43	1474	person	696	0	1	45	74	
43	1475	person	639	182	1	77	168	
43	1476	person	636	184	1	77	165	
43	1477	person	634	185	1	75	167	
43	1478	person	632	184	1	75	168	
43	1479	person	629	187	1	74	166	
43	1480	person	629	189	1	72	165	
43	1481	person	626	193	1	72	173	
43	1482	person	621	195	1	72	172	
43	1483	person	620	196	1	69	174	
43	1484	person	618	198	1	67	178	
43	1485	person	614	205	1	68	181	
43	1486	person	611	207	1	70	174	
43	1487	person	608	209	1	72	174	
43	1488	person	608	210	1	71	171	
43	1489	person	599	220	1	73	154	
43	1490	person	597	221	1	73	155	
43	1491	person	596	218	1	71	162	
43	1492	person	594	217	1	69	168	
43	1493	person	640	1	1	71	96	
43	1494	person	590	209	1	73	196	
43	1495	person	639	0	1	71	100	
43	1496	person	586	213	1	75	192	
43	1497	person	584	216	1	76	188	
43	1498	person	642	0	1	64	102	
43	1499	person	581	221	1	76	185	
43	1500	person	576	228	1	74	187	
43	1501	person	573	230	1	75	190	
43	1502	person	569	235	1	77	184	
43	1503	person	569	238	1	76	180	
43	1504	person	653	-6	1	35	108	
43	1505	person	559	237	1	84	196	
43	1506	person	557	240	1	86	193	
43	1507	person	554	239	1	87	193	
43	1508	person	553	240	1	85	189	
43	1509	person	546	243	1	83	189	
43	1510	person	545	246	1	81	184	
43	1511	person	544	246	1	78	187	
43	1512	person	960	0	1	49	0	
44	1513	person	673	159	1	64	161	
44	1514	person	708	-3	1	40	67	
44	1515	person	673	159	1	64	161	
44	1516	person	708	-3	1	40	67	
44	1517	person	673	159	1	64	160	
44	1518	person	708	-3	1	40	67	
44	1519	person	671	160	1	67	159	
44	1520	person	706	-2	1	41	66	
44	1521	person	666	160	1	67	162	
44	1522	person	705	-2	1	43	67	
44	1523	person	659	161	1	72	171	
44	1524	person	703	-1	1	41	67	
44	1525	person	659	163	1	69	177	
44	1526	person	700	-1	1	44	69	
44	1527	person	656	166	1	72	174	
44	1528	person	701	-1	1	43	70	
44	1529	person	647	174	1	77	167	
44	1530	person	697	-1	1	44	73	
44	1531	person	643	180	1	78	162	
44	1532	person	697	0	1	44	74	
44	1533	person	643	180	1	75	167	
44	1534	person	696	0	1	45	74	
44	1535	person	639	182	1	77	168	
44	1536	person	636	184	1	77	165	
44	1537	person	634	185	1	75	167	
44	1538	person	632	184	1	75	168	
44	1539	person	629	187	1	74	166	
44	1540	person	629	189	1	72	165	
44	1541	person	626	193	1	72	173	
44	1542	person	621	195	1	72	172	
44	1543	person	620	196	1	69	174	
44	1544	person	618	198	1	67	178	
44	1545	person	614	205	1	68	181	
44	1546	person	611	207	1	70	174	
44	1547	person	608	209	1	72	174	
44	1548	person	608	210	1	71	171	
44	1549	person	599	220	1	73	154	
44	1550	person	597	221	1	73	155	
44	1551	person	596	218	1	71	162	
44	1552	person	594	217	1	69	168	
44	1553	person	640	1	1	71	96	
44	1554	person	590	209	1	73	196	
44	1555	person	639	0	1	71	100	
44	1556	person	586	213	1	75	192	
44	1557	person	584	216	1	76	188	
44	1558	person	642	0	1	64	102	
44	1559	person	581	221	1	76	185	
44	1560	person	576	228	1	74	187	
44	1561	person	573	230	1	75	190	
44	1562	person	569	235	1	77	184	
44	1563	person	569	238	1	76	180	
44	1564	person	653	-6	1	35	108	
44	1565	person	559	237	1	84	196	
44	1566	person	557	240	1	86	193	
44	1567	person	554	239	1	87	193	
44	1568	person	553	240	1	85	189	
44	1569	person	546	243	1	83	189	
44	1570	person	545	246	1	81	184	
44	1571	person	544	246	1	78	187	
